2025-12-17 11:14:53,963 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\VictorSF\Documents\Git - IFCE\PPD-MOM\MOM\lib\apache-activemq-5.19.1\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 11:16:53,145 | INFO  | Listening for connections at: mqtt://DESKTOP-LOG2Q4K:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2025-12-18 11:16:53,155 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-18 11:16:53,171 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2025-12-18 11:16:53,233 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2025-12-18 11:16:53,307 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@556a2a8c{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2025-12-18 11:16:53,430 | INFO  | Listening for connections at ws://DESKTOP-LOG2Q4K:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2025-12-18 11:16:53,430 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2025-12-18 11:16:53,430 | INFO  | Apache ActiveMQ 5.19.1 (localhost, ID:DESKTOP-LOG2Q4K-58618-1766067412792-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 11:16:53,430 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2025-12-18 11:16:54,894 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2025-12-18 11:16:54,895 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
